id,Leave_Next_Month,Gender,Pensioner,Married,Children,Months_with_company,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Type_contract,Paperless_Billing,Payment_Method,Monthly_Payment,Total_Payment
3622,0,F,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,90.95,6652.45
3624,0,F,1,Y,Y,62,Y,Y,Fiber optic,N,Y,Y,N,N,Y,Per_month,Y,Credit_card_auto,96.1,6019.35
3625,0,F,0,Y,N,71,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.85,1379.6
3626,0,M,0,N,Y,23,Y,N,DSL,N,Y,N,Y,N,N,Per_month,Y,Bank_transfer_auto,55.3,1284.2
3628,0,M,0,N,N,9,Y,N,DSL,Y,N,Y,Y,Y,N,Per_month,Y,Check_mailed,69.5,653.25
3629,0,M,0,Y,Y,17,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,25.15,412.6
3632,0,F,0,Y,N,24,Y,Y,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_mailed,79.65,1928.7
3634,0,M,1,N,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,113.8,7845.8
3635,0,F,0,Y,N,72,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_electron,24.55,1750.7
3636,0,F,0,N,Y,11,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Credit_card_auto,19.7,216.2
3637,1,M,0,N,N,9,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.25,178.5
3639,0,F,1,Y,N,60,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Year-1,Y,Credit_card_auto,100.5,6029
3640,1,M,1,Y,N,29,Y,Y,Fiber optic,N,Y,Y,N,N,Y,Per_month,Y,Check_electron,95.9,2745.2
3642,0,F,1,N,N,30,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,104.1,3121.1
3643,0,F,0,Y,N,53,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,19.05,990.45
3644,0,M,0,N,Y,39,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,25.0,1004.35
3646,0,M,0,N,N,39,Y,N,Fiber optic,N,N,Y,Y,N,N,Year-1,N,Check_electron,81.9,3219.75
3649,0,M,0,Y,Y,71,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,25.35,1847.55
3650,0,M,1,N,N,71,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,24.65,1766.75
3651,0,F,1,Y,N,70,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,19.55,1462.05
3654,0,F,0,Y,N,28,Y,N,Fiber optic,N,Y,Y,N,N,Y,Per_month,N,Credit_card_auto,89.9,2433.5
3656,0,M,1,Y,N,49,Y,N,DSL,N,Y,N,N,N,N,Year-2,N,Check_mailed,49.8,2398.4
3663,0,F,0,N,N,9,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_mailed,88.4,788.6
3665,0,M,0,Y,N,71,Y,Y,Fiber optic,Y,Y,Y,N,Y,N,Year-2,Y,Check_electron,99.0,6994.6
3667,0,F,1,Y,Y,24,Y,N,Fiber optic,N,N,Y,N,Y,Y,Year-2,Y,Check_electron,96.55,2263.45
3670,0,F,0,Y,Y,33,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Bank_transfer_auto,24.25,838.5
3674,1,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,45.8,45.8
3678,0,M,0,Y,Y,16,Y,Y,DSL,Y,Y,N,Y,Y,Y,Per_month,N,Check_electron,84.9,1398.25
3679,1,M,0,N,N,1,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,20.1,20.1
3680,1,M,0,Y,N,9,N,No_phone,DSL,N,N,N,Y,Y,N,Per_month,N,Check_mailed,40.65,328.95
3681,1,M,1,Y,N,46,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,101.0,4680.05
3682,1,M,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.1,69.1
3686,1,F,0,N,N,13,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_mailed,75.0,999.45
3688,0,F,0,N,N,41,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,N,Bank_transfer_auto,98.05,3990.6
3689,1,F,1,N,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,71.15,71.15
3690,1,F,0,N,N,24,N,No_phone,DSL,N,Y,Y,N,Y,Y,Per_month,Y,Credit_card_auto,54.15,1240.25
3691,0,F,0,Y,N,40,Y,Y,DSL,N,Y,N,N,Y,N,Year-1,N,Bank_transfer_auto,63.9,2635
3692,0,F,0,Y,Y,3,Y,Y,DSL,N,Y,Y,N,Y,N,Per_month,Y,Bank_transfer_auto,69.15,235
3693,0,F,0,N,N,37,Y,Y,DSL,Y,N,N,N,Y,N,Year-1,N,Bank_transfer_auto,64.65,2347.85
3694,1,F,0,Y,Y,67,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,108.75,7156.2
3695,0,F,0,Y,Y,32,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,98.85,3089.6
3696,1,F,0,Y,N,6,Y,N,DSL,N,N,N,Y,N,N,Per_month,Y,Check_electron,49.15,270.8
3698,0,F,0,N,N,59,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Check_electron,83.25,4949.1
3706,0,M,0,N,N,26,Y,Y,Fiber optic,N,N,Y,Y,N,N,Per_month,Y,Check_mailed,84.3,2281.6
3711,0,F,0,Y,Y,55,Y,Y,DSL,Y,Y,N,Y,N,Y,Year-1,Y,Bank_transfer_auto,75.75,4264.25
3712,0,M,0,N,N,44,Y,N,DSL,Y,N,N,Y,Y,N,Year-1,N,Check_electron,65.4,2774.55
3713,1,M,1,Y,N,46,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,80.4,3605.2
3714,0,M,0,Y,Y,69,Y,N,DSL,Y,Y,Y,N,N,N,Year-2,Y,Bank_transfer_auto,59.75,4069.9
3715,0,M,1,N,N,11,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_electron,78.5,874.2
3717,0,M,0,N,N,29,Y,N,DSL,N,N,Y,N,N,N,Per_month,N,Bank_transfer_auto,48.95,1323.7
3720,0,F,0,N,N,42,Y,N,DSL,Y,N,Y,N,N,N,Per_month,N,Credit_card_auto,54.55,2455.05
3722,0,M,0,N,Y,23,N,No_phone,DSL,Y,Y,N,Y,N,N,Year-1,N,Bank_transfer_auto,40.65,947.4
3728,0,M,0,N,N,67,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,88.8,5903.15
3732,0,F,0,Y,Y,23,Y,Y,DSL,Y,N,Y,Y,Y,N,Year-2,Y,Bank_transfer_auto,77.15,1759.4
3733,0,F,0,N,Y,25,N,No_phone,DSL,Y,N,N,Y,N,N,Year-2,N,Bank_transfer_auto,35.05,844.45
3734,0,F,1,N,N,72,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,108.1,7774.05
3735,0,F,0,Y,N,2,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,84.05,134.05
3740,0,F,0,Y,Y,2,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,71.65,135.75
3741,0,M,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,N,Y,Year-2,Y,Credit_card_auto,104.9,7732.65
3742,0,F,0,N,N,41,Y,Y,Fiber optic,Y,Y,Y,Y,Y,N,Per_month,Y,Check_electron,106.5,4282.4
3745,1,M,0,N,N,7,Y,N,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,94.25,669
3746,1,F,0,Y,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,68.95,68.95
3747,0,F,0,Y,Y,4,Y,Y,DSL,N,Y,N,Y,N,N,Per_month,Y,Check_mailed,58.5,224.85
3751,0,M,0,Y,N,60,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Per_month,Y,Bank_transfer_auto,109.45,6572.85
3752,0,M,0,N,N,55,Y,N,DSL,Y,N,Y,Y,N,N,Year-2,Y,Check_electron,59.2,3175.85
3753,0,M,0,N,N,1,N,No_phone,DSL,N,N,N,Y,N,N,Per_month,N,Check_mailed,29.15,29.15
3755,1,M,0,N,N,4,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,76.05,318.9
3758,0,F,0,N,N,1,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Bank_transfer_auto,49.55,49.55
3759,1,M,0,N,N,7,Y,Y,Fiber optic,N,N,Y,N,Y,N,Per_month,Y,Credit_card_auto,89.35,631.85
3762,0,M,0,N,N,15,Y,Y,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,49.0,749.25
3764,0,F,0,N,N,11,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_electron,25.2,245.15
3766,1,F,1,N,N,1,Y,N,DSL,Y,N,Y,N,N,N,Per_month,Y,Check_electron,55.8,55.8
3769,0,F,0,Y,Y,40,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_electron,26.2,1077.5
3770,0,F,0,Y,N,57,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.9,1115.6
3773,1,F,0,N,N,1,N,No_phone,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,25.2,25.2
3774,0,M,1,Y,Y,52,Y,Y,DSL,N,Y,Y,N,Y,Y,Year-1,Y,Check_electron,80.85,4079.55
3777,0,F,0,Y,Y,47,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.3,890.5
3778,0,M,0,N,N,3,Y,Y,DSL,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,50.4,137.25
3782,0,F,0,N,Y,12,Y,Y,Fiber optic,N,N,N,N,Y,N,Per_month,Y,Check_electron,84.05,966.55
3783,0,F,0,Y,N,66,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,105.2,6936.85
3784,1,M,1,N,N,35,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Check_electron,101.4,3496.3
3786,0,M,0,Y,Y,27,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Bank_transfer_auto,75.75,1929
3787,0,F,0,N,N,58,Y,N,Fiber optic,N,N,N,Y,Y,Y,Per_month,Y,Check_electron,95.3,5817.7
3788,1,M,0,Y,N,54,Y,N,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Bank_transfer_auto,109.75,6110.2
3789,0,M,0,N,N,9,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.85,178.8
3790,1,M,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,19.3,28.3
3791,0,M,0,N,N,6,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.1,435
3792,1,F,1,N,N,26,Y,N,Fiber optic,N,N,N,N,Y,Y,Per_month,Y,Check_electron,91.25,2351.8
3793,0,F,0,N,N,9,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.25,186.15
3794,0,M,0,Y,N,8,Y,N,DSL,N,Y,Y,N,N,N,Per_month,Y,Check_mailed,54.75,445.85
3797,0,M,0,Y,N,43,Y,Y,DSL,Y,N,Y,N,Y,Y,Year-1,Y,Check_electron,80.2,3581.6
3799,1,F,0,N,N,31,Y,Y,DSL,Y,N,Y,Y,N,N,Per_month,N,Credit_card_auto,65.25,1994.3
3800,0,F,0,N,Y,66,Y,Y,Fiber optic,Y,N,Y,Y,N,N,Year-2,Y,Credit_card_auto,90.95,5930.05
3803,1,M,0,Y,N,61,Y,Y,Fiber optic,N,Y,N,Y,Y,N,Year-2,Y,Check_electron,94.1,5638.3
3804,0,M,0,N,N,10,Y,Y,Fiber optic,N,Y,N,N,N,N,Per_month,N,Check_electron,79.85,797.25
3806,0,F,1,N,N,18,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Check_electron,73.55,1359.45
3808,0,F,0,Y,Y,3,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,19.3,54.7
3810,0,M,0,Y,Y,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,44.55,44.55
3813,0,M,0,Y,Y,69,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Year-2,Y,Check_electron,105.0,7297.75
3814,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,88.7,6301.7
3815,1,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,74.25,210.3
3817,0,F,0,N,N,53,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.25,1048.45
3818,0,F,0,Y,N,58,Y,Y,Fiber optic,Y,Y,N,Y,Y,Y,Year-2,Y,Credit_card_auto,109.1,6393.65
3820,0,M,1,Y,N,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Per_month,Y,Credit_card_auto,112.9,8061.5
3822,0,F,0,Y,Y,6,Y,Y,Fiber optic,N,Y,Y,N,Y,N,Per_month,Y,Check_mailed,94.05,518.75
3823,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,N,Y,Year-2,N,Bank_transfer_auto,78.85,5763.15
3824,0,M,0,N,N,4,Y,N,DSL,N,N,N,N,N,Y,Per_month,Y,Check_mailed,55.3,238.5
3826,0,M,0,Y,Y,0,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,25.35, 
3827,0,F,0,N,N,2,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.45,34.8
3828,0,F,0,Y,N,65,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,19.35,1319.95
3829,1,M,1,Y,N,43,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,101.0,4388.4
3833,0,M,0,N,N,12,Y,Y,DSL,N,N,Y,N,Y,Y,Per_month,N,Bank_transfer_auto,74.75,827.05
3836,0,F,0,Y,N,64,Y,Y,DSL,N,N,Y,Y,N,N,Year-1,N,Bank_transfer_auto,58.35,3756.45
3837,1,F,0,N,N,4,Y,N,Fiber optic,N,Y,Y,Y,Y,Y,Year-1,Y,Check_electron,105.65,443.9
3841,1,M,1,Y,N,36,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,96.5,3436.1
3843,1,M,1,Y,N,1,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,N,Check_mailed,70.85,70.85
3847,0,M,0,N,N,10,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Credit_card_auto,20.0,198.6
3849,1,F,0,Y,N,58,Y,Y,Fiber optic,Y,Y,Y,N,Y,Y,Year-2,Y,Bank_transfer_auto,109.45,6144.55
3853,0,M,0,N,N,46,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,72.8,3249.4
3854,0,F,0,Y,N,50,Y,Y,Fiber optic,Y,Y,N,Y,Y,Y,Per_month,Y,Bank_transfer_auto,109.65,5405.8
3858,0,M,0,N,N,47,Y,N,DSL,Y,Y,Y,Y,Y,Y,Year-1,Y,Bank_transfer_auto,86.95,4138.9
3861,0,F,0,N,Y,26,Y,N,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Check_electron,105.45,2715.3
3863,0,M,0,Y,N,17,Y,Y,Fiber optic,N,Y,Y,N,Y,Y,Per_month,Y,Check_electron,102.55,1742.5
3864,1,F,0,N,N,30,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,100.2,2983.8
3867,0,F,0,Y,N,26,Y,N,DSL,N,Y,Y,N,Y,Y,Year-2,Y,Credit_card_auto,73.5,1905.7
3868,1,F,0,Y,Y,21,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,Y,Bank_transfer_auto,74.05,1565.7
3869,0,M,0,Y,N,50,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Year-1,Y,Check_electron,98.25,4858.7
3871,1,M,0,N,N,3,Y,Y,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Bank_transfer_auto,101.55,298.35
3873,0,F,0,Y,Y,51,N,No_phone,DSL,Y,N,N,Y,N,N,Year-2,N,Bank_transfer_auto,34.2,1782
3874,0,F,0,N,N,9,Y,N,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,43.75,405.7
3876,0,M,0,N,N,22,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,100.65,2415.95
3880,0,M,0,Y,Y,26,Y,Y,DSL,N,N,Y,Y,Y,Y,Year-1,Y,Credit_card_auto,82.0,2083.1
3884,0,F,0,Y,N,18,Y,Y,Fiber optic,N,N,N,Y,Y,N,Per_month,Y,Check_electron,88.85,1594.75
3885,0,F,0,N,N,3,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,74.95,212.4
3886,0,F,1,Y,N,72,Y,Y,Fiber optic,Y,Y,N,N,Y,Y,Year-1,Y,Bank_transfer_auto,106.85,7677.4
3887,1,M,0,N,N,11,Y,N,Fiber optic,N,Y,N,N,N,N,Per_month,N,Check_electron,74.95,815.5
3889,0,M,0,N,N,13,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Credit_card_auto,19.3,259.65
3891,0,M,0,Y,N,42,Y,Y,DSL,Y,N,N,N,N,N,Year-1,N,Credit_card_auto,56.1,2386.85
3892,0,F,0,N,N,17,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Credit_card_auto,19.7,340.35
3894,0,F,0,Y,N,68,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Check_mailed,118.6,7990.05
3896,0,F,0,Y,Y,38,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,20.3,749.35
3897,0,F,0,Y,Y,72,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,Y,Check_electron,115.5,8425.15
3899,0,F,1,Y,N,52,Y,Y,Fiber optic,Y,Y,Y,N,Y,Y,Per_month,Y,Check_electron,109.1,5647.95
3900,0,F,0,Y,Y,35,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-1,N,Check_mailed,19.65,708.8
3902,0,F,0,N,N,1,N,No_phone,DSL,Y,N,N,N,N,N,Per_month,N,Check_mailed,29.9,29.9
3904,0,M,0,Y,Y,34,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,20.8,635.9
3911,1,M,0,N,N,18,Y,N,DSL,Y,N,N,N,N,N,Per_month,N,Check_electron,49.4,874.8
3912,0,F,0,Y,Y,60,Y,Y,Fiber optic,Y,Y,Y,Y,Y,Y,Year-2,N,Credit_card_auto,115.25,6758.45
3921,0,F,0,Y,N,24,Y,Y,DSL,Y,Y,Y,N,N,N,Per_month,N,Check_mailed,66.3,1559.45
3923,1,M,0,N,N,1,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,Y,Check_mailed,80.85,80.85
3926,0,M,0,N,N,11,N,No_phone,DSL,N,Y,Y,N,N,N,Per_month,N,Check_mailed,34.7,383.55
3928,0,F,0,Y,N,18,Y,N,Fiber optic,N,N,Y,N,Y,Y,Per_month,Y,Credit_card_auto,95.95,1745.5
3932,1,F,1,N,N,2,Y,Y,Fiber optic,N,N,Y,N,N,N,Per_month,Y,Check_electron,78.55,149.55
3933,0,M,0,N,N,9,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Credit_card_auto,19.7,180.7
3936,0,M,0,N,N,9,Y,N,DSL,Y,N,Y,Y,N,Y,Per_month,Y,Bank_transfer_auto,68.25,576.95
3937,0,F,0,N,N,4,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Credit_card_auto,20.15,68.45
3939,1,F,0,N,Y,1,Y,N,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,78.65,78.65
3941,0,M,0,Y,Y,7,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Bank_transfer_auto,20.25,174.7
3943,0,M,1,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_electron,44.0,44
3947,0,F,0,N,N,5,Y,N,DSL,Y,N,Y,N,N,N,Per_month,N,Credit_card_auto,55.8,300.4
3949,0,F,0,N,Y,18,Y,Y,DSL,Y,N,N,N,N,N,Per_month,N,Check_mailed,57.65,992.7
3951,0,M,0,Y,N,70,Y,Y,DSL,Y,Y,Y,Y,Y,N,Year-2,N,Check_mailed,79.15,5536.5
3952,0,F,0,N,N,72,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,108.05,7806.6
3959,0,M,0,N,N,59,Y,N,DSL,N,N,Y,N,N,Y,Year-1,Y,Bank_transfer_auto,61.35,3645.5
3960,0,F,0,N,N,3,Y,N,DSL,N,N,Y,N,Y,N,Per_month,N,Check_electron,57.55,161.45
3961,0,F,0,N,N,8,N,No_phone,DSL,N,Y,N,N,N,N,Per_month,Y,Check_mailed,29.25,226.95
3963,0,F,0,N,N,68,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Credit_card_auto,19.6,1441.65
3964,0,F,0,Y,Y,68,Y,Y,Fiber optic,Y,N,Y,Y,Y,Y,Year-2,N,Credit_card_auto,111.75,7511.3
3970,0,M,0,Y,Y,42,Y,N,DSL,Y,N,N,Y,N,Y,Year-1,N,Credit_card_auto,63.7,2763.35
3973,0,F,0,Y,Y,43,N,No_phone,DSL,Y,N,Y,Y,Y,Y,Year-1,Y,Credit_card_auto,60.4,2640.55
3979,0,M,0,Y,Y,66,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Credit_card_auto,25.3,1672.35
3981,0,F,1,N,N,8,Y,Y,Fiber optic,N,N,N,N,N,Y,Per_month,N,Check_electron,85.2,695.75
3983,1,M,0,N,N,1,N,No_phone,DSL,N,N,N,N,N,N,Per_month,Y,Check_electron,24.25,24.25
3987,1,F,0,N,N,11,Y,Y,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,76.5,837.95
3988,0,M,0,N,N,51,Y,Y,DSL,Y,Y,Y,Y,Y,N,Year-1,Y,Credit_card_auto,81.15,4126.2
3991,1,F,0,N,N,4,Y,Y,Fiber optic,N,Y,N,Y,N,Y,Per_month,Y,Check_electron,93.5,362.2
3992,0,F,0,N,N,70,Y,Y,DSL,Y,Y,Y,N,Y,Y,Year-2,N,Check_mailed,84.7,5991.05
3993,0,F,0,N,Y,70,Y,Y,DSL,Y,Y,N,Y,N,N,Year-2,N,Check_electron,66.0,4891.5
3996,0,M,0,N,N,24,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.75,487.05
3999,1,F,1,N,N,2,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Check_electron,69.6,131.65
4002,0,M,0,Y,Y,72,Y,Y,DSL,Y,Y,Y,Y,Y,N,Year-2,Y,Bank_transfer_auto,80.85,5727.45
4004,0,M,0,Y,N,72,Y,Y,DSL,Y,Y,Y,Y,N,N,Year-2,Y,Bank_transfer_auto,67.8,4804.65
4005,1,M,0,N,N,1,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,Y,Check_mailed,24.05,24.05
4007,0,M,0,Y,N,55,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Bank_transfer_auto,25.7,1443.65
4008,0,F,0,Y,Y,51,N,No_phone,DSL,N,N,Y,Y,Y,Y,Year-1,Y,Check_electron,56.15,2898.95
4011,0,F,0,Y,Y,23,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,Y,Check_mailed,19.65,451.55
4016,0,F,0,N,N,1,Y,N,DSL,N,N,N,N,N,N,Per_month,N,Check_mailed,45.35,45.35
4017,0,F,0,N,N,28,Y,Y,DSL,Y,N,Y,N,N,N,Year-1,N,Check_mailed,59.0,1654.45
4018,0,F,0,Y,Y,7,Y,N,DSL,Y,Y,Y,N,Y,N,Year-1,N,Check_electron,69.45,477.05
4019,1,M,0,N,N,14,Y,Y,Fiber optic,N,Y,N,N,Y,Y,Per_month,Y,Check_electron,100.55,1415.55
4020,0,M,1,Y,N,72,N,No_phone,DSL,Y,Y,Y,Y,Y,Y,Year-2,Y,Credit_card_auto,64.95,4546
4022,0,F,0,N,N,10,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Per_month,N,Check_mailed,18.85,163.2
4024,0,F,0,N,N,7,N,No_phone,DSL,N,N,N,N,N,N,Per_month,N,Bank_transfer_auto,25.05,189.95
4029,0,F,0,N,N,56,N,No_phone,DSL,Y,Y,Y,Y,N,N,Year-2,N,Bank_transfer_auto,45.05,2560.1
4031,0,F,0,Y,N,72,Y,Y,Fiber optic,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,110.45,7982.5
4032,0,M,1,Y,Y,68,Y,Y,Fiber optic,N,Y,Y,N,N,N,Per_month,Y,Check_electron,84.65,5683.6
4035,0,M,0,Y,Y,52,Y,Y,Fiber optic,N,Y,N,Y,N,Y,Per_month,Y,Bank_transfer_auto,93.25,4631.7
4037,0,F,0,Y,Y,59,Y,Y,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,25.45,1534.05
4038,0,F,0,N,N,60,Y,N,N,No_internet,No_internet,No_internet,No_internet,No_internet,No_internet,Year-2,N,Check_mailed,20.6,1093
4044,0,F,0,Y,N,70,Y,Y,DSL,N,Y,Y,Y,Y,Y,Year-2,Y,Bank_transfer_auto,84.8,5917.55
4045,1,F,0,N,N,14,Y,N,Fiber optic,N,N,N,N,N,N,Per_month,Y,Credit_card_auto,71.0,914
4046,0,F,0,N,N,44,Y,Y,DSL,N,N,N,N,N,N,Per_month,Y,Check_mailed,50.15,2139.1
4048,0,F,0,Y,Y,58,N,No_phone,DSL,Y,N,Y,Y,Y,Y,Year-2,N,Check_mailed,59.75,3624.35
